CVR-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Virksomhedsform;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
17240994;29.06.1993;15.02.2010;GALLA CATERING OG ARRANGEMENTSERVICE ApS ;Chr.Winthers Vej 42;2800;Kgs.Lyngby;Anpartsselskab;562100 Event catering;39620599;;Nej
25492242;07.06.2000;24.04.2015;AS 1 AF 25. APRIL 2014 A.M.B.A. ;c/o Bech-Bruun -   Langelinie Allé 35;2100;København;Andelsselskab (-forening) med begrænset ansvar;477300 Apoteker;;;Nej
ApS155488;01.10.1986;20.12.1995;ASX 10883 ApS ;Apotekergade 9A -  1.;6100;Haderslev;Anpartsselskab;;;;Nej
27980961;30.07.2004;27.10.2014;HOLMES HOLDING ApS ;c/o Jesper Holmgaard -   Apotekervænget 2;6000;Kolding;Anpartsselskab;642020 Ikke-finansielle holdingselskaber;;;Nej
32932290;10.05.2010;30.08.2013;MIG & MOLLY ApS ;Apotekergade 7 -  st. tv.;6100;Haderslev;Anpartsselskab;475990 Detailhandel med belysningsartikler samt husholdningsartikler i.a.n.;28432698;julia@migogmolly.dk;Nej
ApS17490;30.08.1976;10.06.1992;ARKITEKTFIRMAET BENT SCHREIBER ApS ;Apotekerbakken 15;8783;Hornsyld;Anpartsselskab;;;;Nej
27918131;24.05.2004;25.07.2016;MOLO INVEST ApS ;Apotekergade 13A -  2.;6100;Haderslev;Anpartsselskab;999999 Uoplyst;;;Nej
29839387;30.08.2006;27.10.2014;SPRINGHILL TRADING ApS ;c/o Jesper Holmgaard -   Apotekervænget 2;6000;Kolding;Anpartsselskab;464990 Engroshandel med andre husholdningsartikler;20246454;jesperholmgaard1@gmail.com;Nej
36457929;10.12.2014;19.09.2016;RESPORT ENGROS IVS ;Apotekergade 9;6100;Haderslev;Iværksætterselskab;999999 Uoplyst;;;Nej
31059844;13.11.2007;09.09.2010;BOXEN AF 2009 ApS ;Apotekergade 1;6100;Haderslev;Anpartsselskab;561010 Restauranter;74525082;timchr@gmail.com;Nej
29832005;22.12.2006;29.08.2011;TGH AF 15. APRIL 2011 ApS ;Apoteker Rasmussens Plads 1;6880;Tarm;Anpartsselskab;642020 Ikke-finansielle holdingselskaber;;;Nej
51344316;20.12.1974;01.03.2001;VEGETA ApS ;Apotekergade 3;6100;Haderslev;Anpartsselskab;980000 Uoplyst;;;Nej
ApS178106;09.12.1988;03.02.1993;I M O ApS ;Apotekervænget 9;6000;Kolding;Anpartsselskab;;;;Nej
37380008;05.01.2016;19.10.2017;Invictus-Cph ApS ;Apotekervej 1;4900;Nakskov;Anpartsselskab;749090 Andre liberale, videnskabelige og tekniske tjenesteydelser i.a.n.;;;Ja
22513818;11.12.1975;12.11.2009;R. OG C. QUIEL HADERSLEV ApS ;Apotekergade 11;6100;Haderslev;Anpartsselskab;999999 Uoplyst;74521983;;Nej
28292295;26.11.2004;05.01.2011;KH VEJLE ApS ;c/o Kim Hesel -   Rådhustorvet 4 -  2. tv.;7100;Vejle;Anpartsselskab;999999 Uoplyst;;;Nej
31152984;11.12.2007;29.03.2017;APOLOG ApS ;c/o Edvard Baasch -   Himmelbjergvej 60;8600;Silkeborg;Anpartsselskab;464610 Engroshandel med medicinalvarer og sygeplejeartikler;;;Nej
35669299;20.02.2014;04.04.2017;CAFE APOTEKET HELLERUP ApS ;Gersonsvej 1;2900;Hellerup;Anpartsselskab;562900 Anden restaurationsvirksomhed;26255264;uni@unikorea.dk;Nej
20505044;10.09.1997;22.10.2010;KOMPLEMENTARSELSKABET APOTEKERGADE 9 HADERSLEV ApS ;c/o Strategi og Investering A/S -   Uraniavej 14 -  st.;1878;Frederiksberg;Anpartsselskab;999999 Uoplyst;;;Nej
17916645;18.05.1994;06.10.2008;AKTIESELSKABET AF 19.NOVEMBER 2003 ;c/o Danmarks Apotekerforening -   Bredgade 54;1260;København;Aktieselskab;999999 Uoplyst;45950330;;Nej
ApS17732;05.02.1976;03.12.1996;APOTEKERCAFEEN HOLTE ApS ;c/o VIRUM SUPERMARKED A/S -   Geels Plads 20;2830;Virum;Anpartsselskab;;;;Nej
14417087;01.07.1990;24.08.2000;APOTEKSASSISTENTERNES SKOVE A/S ;c/o Apoteksassistenternes pensionskasse -   Højbro Plads 6;1200;København;Aktieselskab;020100 Skovbrug;;;Nej
VIR170354;06.06.1983;12.10.1995;DANMARKS APOTEKERFORENINGS PENSIONSKASSE ;Højbro Plads 6;1200;København;Uoplyst virksomhedsform;;;;Nej
53602428;29.03.1975;15.02.2010;BBO BYG ApS ;Apotekervej 14;4180;Sorø;Anpartsselskab;999999 Uoplyst;57809559;;Ja
12070993;01.01.1988;05.02.2001;IBP INVEST ApS ;Apotekervej 29;4750;Lundby;Anpartsselskab;652395 Finansieringsvirksomhed i øvrigt;;;Nej
19189589;01.03.1996;30.04.2008;JENSEN LEASING A/S ;Tjalfesvej 1 - 19;2600;Glostrup;Aktieselskab;649100 Finansiel leasing;43456074;jensen.group@pc.dk;Nej
31469686;13.05.2008;01.09.2009;MOLO INVEST II ApS ;Apotekergade 13A;6100;Haderslev;Anpartsselskab;999999 Uoplyst;;;Nej
A/S187940;20.12.1989;20.08.1996;SØNDERJYDSK BOGHANDEL, HADERSLEV A/S ;Apotekergade 4;6100;Haderslev;Aktieselskab;;;;Nej
24258076;01.04.1987;15.03.2010;APOTEKERVEJ ApS ;Ahornvej 12;4180;Sorø;Anpartsselskab;682040 Udlejning af erhvervsejendomme;;;Nej
26380073;20.12.2001;08.06.2012;K/S APOTEKERGÅRDEN, KØBMAGERGADE ;c/o CB Richard Ellis A/S -   Trondhjems Plads 3;2100;København;Kommanditselskab;682040 Udlejning af erhvervsejendomme;;;Nej
77641017;20.09.1985;28.06.2016;PENSIONSKASSEN FOR APOTEKERE OG FARMACEUTER ;Grønningen 15 -  st. th.;1270;København;Særlig finansiel virksomhed;653010 Pensionskasser;33153588;pb@farmapension.dk;Nej
31253233;21.01.2008;25.05.2016;K/S APOTEKERGÅRDEN, ALGADE 82 ;c/o Clausen Invest ApS -   Haarlem Alle 37;2791;Dragør;Kommanditselskab;682040 Udlejning af erhvervsejendomme;;;Nej
33860978;23.04.2010;16.04.2012;APOTEKSGRUPPEN I HELSINGBORG NR.1,FILIAL AF APOTEKERGRUPPEN I HELSINGBORG NR. 1 AB, SVERIGE ;Vadstrupvej 77;2880;Bagsværd;Filial af udenlandsk anpartsselskab eller selskab;464610 Engroshandel med medicinalvarer og sygeplejeartikler;26600600;shahzad.riaz@gmail.com;Nej
